id,date_account_created,date_account_created_Q,timestamp_first_active,date_first_booking,date_first_booking_Q,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
2w0lxw4k0y,5/8/2010,Q2,2.01E+13,,Q1,FEMALE,40,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
906fx9unlz,5/8/2010,Q2,2.01E+13,6/26/2010,Q2,-unknown-,51,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES
fc5vzq3anq,5/8/2010,Q2,2.01E+13,5/11/2010,Q2,-unknown-,54,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,CA
4wxqtytl2t,5/8/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ys07hw3yzg,5/9/2010,Q2,2.01E+13,,Q1,-unknown-,36,facebook,3,en,sem-non-brand,other,,Web,Other/Unknown,-unknown-,NDF
nljb2ehelq,5/9/2010,Q2,2.01E+13,5/15/2010,Q2,-unknown-,40,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,FR
ko6nr3jdqa,5/9/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,seo,google,omg,Web,Windows Desktop,Chrome,NDF
z096yb02eo,5/9/2010,Q2,2.01E+13,,Q1,FEMALE,35,facebook,3,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
rj5zb5q780,5/10/2010,Q2,2.01E+13,5/12/2010,Q2,-unknown-,40,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
1v3400vgwc,5/10/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
90kms5pfkj,5/10/2010,Q2,2.01E+13,5/11/2010,Q2,FEMALE,42,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
84t4ngy65k,5/10/2010,Q2,2.01E+13,5/12/2010,Q2,-unknown-,40,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
0vx6x016er,5/10/2010,Q2,2.01E+13,5/13/2010,Q2,-unknown-,40,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,CA
wg0jk96z0u,5/10/2010,Q2,2.01E+13,5/11/2010,Q2,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
6da1tizfdl,5/11/2010,Q2,2.01E+13,5/11/2010,Q2,MALE,30,facebook,3,en,direct,direct,omg,Web,Windows Desktop,Chrome,US
j9tlqpze5c,5/11/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,NDF
3xi48t0xcp,5/11/2010,Q2,2.01E+13,,Q1,FEMALE,37,facebook,3,en,content,google,omg,Web,Mac Desktop,Chrome,NDF
zhacyxc8n9,5/11/2010,Q2,2.01E+13,,Q1,FEMALE,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
vcac576w2s,5/11/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
5ufx1v7i7a,5/11/2010,Q2,2.01E+13,5/11/2010,Q2,-unknown-,40,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
408z640vli,5/11/2010,Q2,2.01E+13,5/11/2010,Q2,MALE,45,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
0uy63d3mg6,5/11/2010,Q2,2.01E+13,5/15/2010,Q2,-unknown-,40,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
xcqxcz4isp,5/11/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
lluuuvyvay,5/11/2010,Q2,2.01E+13,5/14/2010,Q2,-unknown-,28,basic,0,en,seo,google,untracked,Web,Windows Desktop,Firefox,US
96npjbknd4,5/12/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
lmyws6zaoh,5/12/2010,Q2,2.01E+13,,Q1,FEMALE,54,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Firefox,NDF
ddtb1e1w7l,5/12/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
20dcglb1pr,5/12/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,vast,untracked,Web,iPhone,Mobile Safari,NDF
8mrzpmo3vx,5/12/2010,Q2,2.01E+13,5/15/2010,Q2,-unknown-,40,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,US
zcaroj8eko,5/12/2010,Q2,2.01E+13,,Q1,FEMALE,35,facebook,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
pkaa4gf3uz,5/12/2010,Q2,2.01E+13,5/12/2010,Q2,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
l519vf5kvm,5/12/2010,Q2,2.01E+13,6/17/2010,Q2,MALE,35,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
c53be5ap9c,5/12/2010,Q2,2.01E+13,5/19/2010,Q2,-unknown-,36,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
zb8z8xkhsp,5/12/2010,Q2,2.01E+13,5/13/2010,Q2,FEMALE,39,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
y77ijl4kzs,5/13/2010,Q2,2.01E+13,,Q1,FEMALE,38,facebook,3,en,seo,google,tracked-other,Web,iPhone,Mobile Safari,NDF
zkmkc2nmq8,5/13/2010,Q2,2.01E+13,,Q1,FEMALE,53,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
n6puqplu89,5/13/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,seo,google,untracked,Web,iPhone,-unknown-,NDF
wbq36esvxu,5/13/2010,Q2,2.01E+13,5/18/2010,Q2,MALE,33,facebook,2,en,direct,direct,untracked,Web,iPhone,-unknown-,FR
1bdefxsm1h,5/13/2010,Q2,2.01E+13,9/7/2010,Q3,-unknown-,40,basic,3,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR
lkt3xdlaxk,5/13/2010,Q2,2.01E+13,5/14/2010,Q2,-unknown-,40,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
sdbxrbzx1p,5/13/2010,Q2,2.01E+13,5/13/2010,Q2,-unknown-,40,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
7ze80dojil,5/13/2010,Q2,2.01E+13,5/15/2010,Q2,-unknown-,36,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
4so8dg1mpt,5/13/2010,Q2,2.01E+13,,Q1,-unknown-,44,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
fputefl8in,5/13/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
zjdkjtxhn8,5/13/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,NDF
00k8dbf80o,5/13/2010,Q2,2.01E+13,,Q1,MALE,51,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Firefox,NDF
t9yre009w4,5/14/2010,Q2,2.01E+13,,Q1,MALE,34,facebook,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
uuzdihpuh6,5/14/2010,Q2,2.01E+13,,Q1,FEMALE,26,facebook,2,en,seo,google,untracked,Web,Mac Desktop,Firefox,NDF
zk6uq6x287,5/14/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
8ezdq9ses0,5/14/2010,Q2,2.01E+13,5/16/2010,Q2,FEMALE,35,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
yr1sqt0u9y,5/14/2010,Q2,2.01E+13,,Q1,MALE,38,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
8lfswd0jil,5/20/2010,Q2,2.01E+13,5/16/2010,Q2,FEMALE,34,basic,0,en,direct,direct,linked,Web,Android Phone,Chrome Mobile,US
9067omsah8,5/14/2010,Q2,2.01E+13,5/14/2010,Q2,-unknown-,40,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
t33ehpxgt5,5/14/2010,Q2,2.01E+13,5/15/2010,Q2,-unknown-,41,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,FR
edyofwncru,5/15/2010,Q2,2.01E+13,5/19/2010,Q2,FEMALE,36,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
9gz9em5j5e,5/15/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
9e3yf2ozm5,5/15/2010,Q2,2.01E+13,5/16/2010,Q2,-unknown-,40,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
fq2207xetj,5/15/2010,Q2,2.01E+13,5/15/2010,Q2,MALE,51,facebook,3,en,other,craigslist,tracked-other,Web,iPad,Mobile Safari,US
99uiqjwn8x,5/15/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
5n1ezuhydr,5/15/2010,Q2,2.01E+13,5/17/2010,Q2,-unknown-,33,basic,2,es,seo,google,,Web,Other/Unknown,-unknown-,US
db4kw4ninu,5/15/2010,Q2,2.01E+13,,Q1,-unknown-,38,basic,2,en,content,google,untracked,Web,Mac Desktop,Safari,NDF
tngi32pr93,5/16/2010,Q2,2.01E+13,5/18/2010,Q2,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,other
60tpi9ndjj,5/16/2010,Q2,2.01E+13,,Q1,MALE,39,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
1a4nmh681j,5/16/2010,Q2,2.01E+13,6/5/2010,Q2,MALE,46,basic,2,en,content,google,linked,Web,iPhone,Mobile Safari,other
mik86147s8,5/16/2010,Q2,2.01E+13,6/16/2010,Q2,-unknown-,40,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
nfkhtkjb5y,5/16/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,vast,omg,Web,Windows Desktop,IE,NDF
howcg5synt,5/16/2010,Q2,2.01E+13,11/1/2010,Q4,-unknown-,40,facebook,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
vdg4dmzfe8,5/16/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,content,google,linked,Web,Mac Desktop,Firefox,NDF
fb1gscckwq,5/17/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
hpcwcnfra1,5/17/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
k82tc3t1up,5/17/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
d22j6g7d7b,5/17/2010,Q2,2.01E+13,5/21/2010,Q2,MALE,37,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
5f063dbg96,5/17/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,untracked,Web,iPad,Chrome Mobile,NDF
yjhdjdiljd,5/18/2010,Q2,2.01E+13,5/22/2010,Q2,FEMALE,35,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,US
yzy1petaq3,5/18/2010,Q2,2.01E+13,5/18/2010,Q2,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
h03acyutc6,5/18/2010,Q2,2.01E+13,5/19/2010,Q2,MALE,35,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
utvpff5iao,5/18/2010,Q2,2.01E+13,5/19/2010,Q2,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
e2uuev3iix,5/18/2010,Q2,2.01E+13,,Q1,FEMALE,53,facebook,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
axhr7hqk3r,5/18/2010,Q2,2.01E+13,,Q1,FEMALE,31,facebook,2,en,seo,google,untracked,Web,Windows Desktop,Chrome,NDF
dc3udjfdij,5/19/2010,Q2,2.01E+13,6/16/2010,Q2,-unknown-,105,basic,2,en,other,craigslist,omg,Web,Mac Desktop,Safari,FR
onyxp2in91,5/19/2010,Q2,2.01E+13,,Q1,MALE,39,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
t6r8fr7i7s,5/19/2010,Q2,2.01E+13,5/21/2010,Q2,FEMALE,57,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,US
o81jqbp6nz,5/19/2010,Q2,2.01E+13,5/19/2010,Q2,MALE,68,basic,3,en,other,craigslist,tracked-other,Web,Windows Desktop,IE,CA
bd8nmdweio,5/19/2010,Q2,2.01E+13,5/20/2010,Q2,FEMALE,35,basic,1,en,sem-non-brand,google,untracked,Web,iPhone,Mobile Safari,FR
o93tkul29e,5/19/2010,Q2,2.01E+13,5/26/2010,Q2,MALE,28,facebook,0,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
tmwacqy7ie,5/19/2010,Q2,2.01E+13,8/4/2010,Q3,MALE,35,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
j5etw8fkjz,5/19/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,NDF
wphoz0aebe,5/19/2010,Q2,2.01E+13,5/19/2010,Q2,-unknown-,40,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,FR
mut7pml3n3,5/19/2010,Q2,2.01E+13,5/21/2010,Q2,FEMALE,29,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
z0t5mbe64u,5/20/2010,Q2,2.01E+13,7/5/2010,Q3,MALE,33,basic,2,en,other,craigslist,omg,Web,Mac Desktop,Chrome,US
1yux9rbgma,5/20/2010,Q2,2.01E+13,5/20/2010,Q2,FEMALE,25,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Chrome,US
cavyw4uagm,5/20/2010,Q2,2.01E+13,,Q1,-unknown-,32,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Firefox,NDF
vrhrf4cn7k,5/20/2010,Q2,2.01E+13,,Q1,-unknown-,32,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
7vj97ikcxa,5/20/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,untracked,Web,Android Phone,Chrome Mobile,NDF
5yatk13sko,5/20/2010,Q2,2.01E+13,,Q1,-unknown-,5,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
0up62mkbxb,5/20/2010,Q2,2.01E+13,,Q1,-unknown-,51,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
wbz4oiyadt,5/21/2010,Q2,2.01E+13,5/23/2010,Q2,-unknown-,40,basic,2,en,direct,direct,linked,Web,iPhone,Mobile Safari,US
ixv5186g1h,5/21/2010,Q2,2.01E+13,,Q1,MALE,95,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
0u57qwlwja,5/21/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,seo,google,untracked,Web,iPhone,-unknown-,NDF
t30mcstvcb,5/21/2010,Q2,2.01E+13,5/21/2010,Q2,FEMALE,27,basic,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
9lxwul0jo3,5/21/2010,Q2,2.01E+13,2/7/2011,Q1,MALE,31,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
zr80hpnaki,5/22/2010,Q2,2.01E+13,5/24/2010,Q2,MALE,29,basic,3,en,direct,direct,linked,Web,iPhone,Mobile Safari,NL
7x6cl3h823,5/22/2010,Q2,2.01E+13,,Q1,-unknown-,64,basic,3,en,sem-non-brand,google,linked,Web,Mac Desktop,Firefox,NDF
a2g5u5jgwd,5/22/2010,Q2,2.01E+13,5/26/2010,Q2,-unknown-,29,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
4bd0u3wnr5,5/22/2010,Q2,2.01E+13,5/22/2010,Q2,-unknown-,40,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
0efhfyf3dn,5/22/2010,Q2,2.01E+13,,Q1,FEMALE,46,facebook,2,fr,direct,direct,omg,Web,Windows Desktop,Firefox,NDF
2xi65bbybx,5/22/2010,Q2,2.01E+13,5/23/2010,Q2,-unknown-,34,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
62ccojy2zw,5/23/2010,Q2,2.01E+13,,Q1,FEMALE,52,basic,2,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
ynj6hcwz4y,5/23/2010,Q2,2.01E+13,5/23/2010,Q2,-unknown-,26,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Chrome,FR
cczrbc47ec,5/23/2010,Q2,2.01E+13,11/12/2010,Q4,-unknown-,33,basic,3,en,seo,google,untracked,Web,Mac Desktop,Safari,CA
xaobv73yiv,5/23/2010,Q2,2.01E+13,,Q1,-unknown-,35,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
oitnl6wsnp,5/24/2010,Q2,2.01E+13,5/24/2010,Q2,FEMALE,49,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
593gkcul8c,5/24/2010,Q2,2.01E+13,,Q1,FEMALE,5,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
3wenu2jg5c,5/24/2010,Q2,2.01E+13,5/24/2010,Q2,FEMALE,33,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,ES
t27g0d57yd,5/24/2010,Q2,2.01E+13,,Q1,-unknown-,37,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
aw4ney1oye,5/24/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
a06yjae4ef,5/24/2010,Q2,2.01E+13,5/27/2010,Q2,FEMALE,51,basic,0,en,other,craigslist,omg,Web,iPad,Mobile Safari,US
2r0i3yslt7,5/24/2010,Q2,2.01E+13,,Q1,MALE,33,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
p3rctxqjhv,5/24/2010,Q2,2.01E+13,,Q1,-unknown-,43,facebook,2,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
zchyyoof4w,5/24/2010,Q2,2.01E+13,6/12/2010,Q2,FEMALE,31,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
wcxqq8k5qz,5/24/2010,Q2,2.01E+13,,Q1,MALE,31,facebook,3,en,other,craigslist,product,Web,Windows Desktop,Firefox,NDF
tddv47sf3b,5/25/2010,Q2,2.01E+13,7/7/2010,Q3,FEMALE,35,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
3qnxgopiuo,5/25/2010,Q2,2.01E+13,5/29/2010,Q2,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
dr6mejiwru,5/25/2010,Q2,2.01E+13,5/26/2010,Q2,MALE,29,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
3chg9747hv,5/25/2010,Q2,2.01E+13,5/25/2010,Q2,FEMALE,47,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,FR
umf1wdk9uc,5/25/2010,Q2,2.01E+13,,Q1,FEMALE,2014,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
zll1b0vl03,5/25/2010,Q2,2.01E+13,5/26/2010,Q2,MALE,38,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,FR
qfzep0tc68,5/25/2010,Q2,2.01E+13,5/26/2010,Q2,FEMALE,29,basic,3,en,seo,google,untracked,Web,Mac Desktop,Firefox,US
z1i4on4de1,5/25/2010,Q2,2.01E+13,,Q1,FEMALE,38,basic,0,en,seo,google,linked,Web,Windows Desktop,Firefox,NDF
1p5in5ifmz,5/25/2010,Q2,2.01E+13,6/4/2010,Q2,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
9f5jybup2w,5/26/2010,Q2,2.01E+13,6/3/2010,Q2,-unknown-,40,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,US
4e3hkx6itb,5/26/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
i71h6khw00,5/26/2010,Q2,2.01E+13,,Q1,FEMALE,49,facebook,0,en,other,craigslist,omg,Web,Mac Desktop,Chrome,NDF
mls48glp5v,5/26/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
8dfx6kyqxt,5/26/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,untracked,Web,iPhone,Mobile Safari,NDF
ie6g3f40j4,5/26/2010,Q2,2.01E+13,6/1/2010,Q2,FEMALE,40,basic,3,en,direct,direct,untracked,Web,Other/Unknown,Palm Pre web browser,other
op0tocmhsh,5/26/2010,Q2,2.01E+13,,Q1,FEMALE,26,facebook,2,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
mueiyihbfn,5/26/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,content,google,,Web,Other/Unknown,-unknown-,NDF
tvefk1wu97,5/26/2010,Q2,2.01E+13,6/1/2010,Q2,FEMALE,38,basic,0,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
vbr8prbj4y,5/26/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
njw449p8cw,5/27/2010,Q2,2.01E+13,5/31/2010,Q2,MALE,45,basic,3,en,direct,direct,linked,Web,Windows Desktop,IE,US
0shacmqlq0,5/27/2010,Q2,2.01E+13,5/27/2010,Q2,-unknown-,36,basic,3,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
kzlluh7spc,5/27/2010,Q2,2.01E+13,6/23/2010,Q2,-unknown-,35,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,IE,US
m7k5tcg0vc,5/27/2010,Q2,2.01E+13,,Q1,MALE,31,facebook,0,en,other,craigslist,omg,Web,Windows Desktop,Firefox,NDF
p7vjr2na0h,5/27/2010,Q2,2.01E+13,5/27/2010,Q2,FEMALE,38,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
13av6a7czk,5/27/2010,Q2,2.01E+13,,Q1,FEMALE,28,facebook,3,en,other,craigslist,untracked,Web,iPhone,Chrome Mobile,NDF
19ydc53ez6,5/27/2010,Q2,2.01E+13,,Q1,FEMALE,24,facebook,2,en,sem-non-brand,google,linked,Web,Android Phone,Chrome Mobile,NDF
el9gnrfdum,5/27/2010,Q2,2.01E+13,6/8/2010,Q2,-unknown-,64,facebook,2,en,sem-non-brand,other,tracked-other,Web,Mac Desktop,Chrome,GB
pteik4rjuq,5/27/2010,Q2,2.01E+13,5/27/2010,Q2,-unknown-,28,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
2dn308ks6p,5/27/2010,Q2,2.01E+13,5/28/2010,Q2,-unknown-,40,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT
xlglkwiovt,5/27/2010,Q2,2.01E+13,,Q1,MALE,36,facebook,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
3jhlv2befs,11/6/2010,Q4,2.01E+13,,Q1,MALE,45,basic,0,es,direct,direct,omg,Web,Windows Desktop,Firefox,NDF
zitrdjjiuf,5/27/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,seo,google,omg,Web,Mac Desktop,Safari,NDF
xfzcswol51,5/27/2010,Q2,2.01E+13,5/27/2010,Q2,FEMALE,32,facebook,0,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
k44few5j9g,5/27/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
x3cadgt8vu,5/27/2010,Q2,2.01E+13,5/30/2010,Q2,-unknown-,40,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
jq4o83icv0,5/27/2010,Q2,2.01E+13,,Q1,-unknown-,32,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
a0baqtj6f7,5/27/2010,Q2,2.01E+13,5/29/2010,Q2,FEMALE,32,facebook,3,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,FR
lwkam1q7a2,5/27/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
63jyh0klbj,5/28/2010,Q2,2.01E+13,6/6/2010,Q2,-unknown-,40,basic,2,en,direct,direct,tracked-other,Web,Mac Desktop,Firefox,US
avuypejhzs,5/28/2010,Q2,2.01E+13,5/28/2010,Q2,-unknown-,50,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
sloth6vmuc,5/28/2010,Q2,2.01E+13,6/1/2010,Q2,-unknown-,40,basic,2,de,seo,google,,Web,Other/Unknown,-unknown-,US
5p0nmf3r6i,5/23/2014,Q2,2.01E+13,,Q1,FEMALE,39,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
72mhvkil62,5/28/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,seo,google,untracked,Web,Android Phone,-unknown-,NDF
o2ox5tb0x1,5/28/2010,Q2,2.01E+13,5/28/2010,Q2,FEMALE,45,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
zc2wj7mq0j,5/28/2010,Q2,2.01E+13,,Q1,-unknown-,28,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
hiwse2pwjb,5/29/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,3,en,sem-non-brand,google,linked,Web,iPhone,Mobile Safari,NDF
n49a28jyy6,5/29/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
hvouxvvk6r,5/30/2010,Q2,2.01E+13,6/2/2010,Q2,MALE,35,facebook,0,en,other,craigslist,untracked,Web,iPhone,-unknown-,US
tubgbb4c9q,5/30/2010,Q2,2.01E+13,,Q1,-unknown-,39,basic,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
o3kcez6xfc,5/31/2010,Q2,2.01E+13,5/31/2010,Q2,-unknown-,68,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
us4akkhwm5,5/31/2010,Q2,2.01E+13,6/5/2010,Q2,-unknown-,38,facebook,2,en,sem-non-brand,other,untracked,Web,Mac Desktop,Firefox,US
1wtdpv3imv,5/31/2010,Q2,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,NDF
ibkr6a0y80,5/31/2010,Q2,2.01E+13,6/2/2010,Q2,-unknown-,40,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
dvr1tddjv7,6/1/2010,Q2,2.01E+13,6/4/2010,Q2,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
